3802.778481012658,4004.1392405063293,4086.474683544304,4091.9367088607596,4064.4113924050635,4049.1392405063293,4016.6518987341774,3993.9493670886077,3986.4367088607596,3981.9367088607596
4282.835443037975,4395.696202531645,4455.354430379747,4462.0,4402.107594936709,4362.2594936708865,4333.2531645569625,4316.094936708861,4303.791139240507,4300.088607594937
4692.550632911392,4753.56329113924,4740.284810126583,4729.822784810127,4706.006329113924,4678.310126582279,4637.765822784811,4629.0759493670885,4610.721518987341,4598.120253164557
4795.06329113924,4863.645569620253,4848.96835443038,4781.189873417721,4741.772151898735,4682.46835443038,4657.0759493670885,4618.107594936709,4609.930379746836,4603.645569620253
5124.702531645569,5133.987341772152,5072.683544303797,4964.9177215189875,4906.202531645569,4887.474683544304,4849.816455696203,4841.56329113924,4838.93670886076,4846.265822784811
5458.221518987341,5356.006329113924,5388.481012658228,5300.974683544304,5279.018987341772,5275.405063291139,5261.879746835443,5252.7594936708865,5258.037974683544,5256.613924050633
5913.816455696203,5779.816455696203,5773.170886075949,5792.506329113924,5774.379746835443,5752.392405063291,5735.462025316456,5726.544303797468,5720.291139240507,5726.677215189873
6066.778481012659,5969.620253164557,5878.607594936709,5837.569620253164,5798.848101265823,5803.949367088608,5802.215189873417,5782.0,5771.392405063291,5777.651898734177
5834.512658227848,5727.170886075949,5826.0759493670885,5881.189873417721,5942.791139240507,5955.2594936708865,5954.341772151899,5946.53164556962,5946.158227848101,5947.822784810127
5820.544303797468,5929.0,5972.7405063291135,6063.449367088608,6097.139240506329,6085.626582278481,6072.9240506329115,6062.018987341772,6050.151898734177,6051.677215189873
